sentence1,label
Tom put on his eyeglasses and began trying to fix a necklace. Tom heard the phone ring and went to answer it. Tom turned off the radio to hear better and sat down to talk to his brother. Tom heard a knock on the door and asked his brother to hold so he could answer it. Tom heard the phone ringing as he shut the door.,0
"Ryan was getting ready for work. Ryan took off his pajamas. Ryan got dressed for work. Ryan took a shower. Ryan got out of the shower, dried off with a bath towel. Ryan blow dried his hair and got dressed.",0
John walks out of the sandbox. John leaves his shoes behind. John went running through a rocky path. John rode his skateboard around the sandbox. John got off his skateboard to kick a soccer ball.,0
Mary turned on the printer to print her coupon. Mary turned on her laptop computer. Mary decided to write a note to her brother but the pencil broke. Mary used the pen instead to write the note. Mary placed the message on the table.,1
Mary was taking her daughter to the park. Mary got out her duffel bag and put a jacket and a water bottle in it. Mary and her daughter arrived at the park and Mary parked near a high fence. Mary watched as her daughter ran towards the swings screaming with delight. Mary took the water bottle out of the bag and drank some water.,1
Ann opened the trunk of the car. Ann put the bicycle in the trunk. Ann cut the rope into many small pieces. Ann put the axe into the trunk. Ann closed the trunk of the car.,1
Ann opened the cookbook. Ann picked out a recipe from the cookbook. Ann began preparing the food. Ann served the food at the table. Ann began cooking the food on the stove top.,0
Tom got out of bed and went into the kitchen. Tom opened the fridge and found he has no egg. Tom mixed the egg and milk to make scrambled egg. Tom poured some orange juice into a glass and drank it while he cooked. Tom sat down and ate his breakfast then got ready for work.,0
Ann opened the fridge. Ann took out the milk. Ann poured all the milk in a bowl. Ann drank the milk with a spoon. Ann ate a cucumber.,1
Ann took a box out of the car and into the garage. Ann bought a new drill and wrench set for her husband as birthday present. Ann found a place to hide the box until his birthday came. Ann set the box down behind the bicycle. Ann went back out to the car to get her other packages.,1
Ann put clothes into the washing machine. Ann poured bleach into the washing machine. Ann turned on the washing machine. Ann got the towel from the shelf. Ann took the towel out of the washing machine.,0
Tom climbed a ladder to reach the box. Tom took a wrench from the box. Tom took a screwdriver from the box. Tom used the screwdriver and wrench to take his bicycle apart. Tom put the tools back in the box.,1
John rode his skateboard to the park. John swung on the swings. John threw his football in the air. John poured all the water out of this water bottle under a tree. John threw the empty bottle in the dustbin.,1
Tom took off his clothes. Tom went in the shower. Tom used the shampoo to wash hair. Tom got out the shower and looked in the mirror. Tom brushed his hair.,1
Lee went to the kitchen to make himself a sandwich. Lee got the ingredients out of the refrigerator. Lee spread mayonnaise and mustard on his bread. Lee dropped the bread on the kitchen floor and ruined it. Lee sat down to eat his sandwich.,0
John took a shower and got out to dry off with a towel. John placed the towel in the laundry basket. John could not find his hair brush. John got dressed and brushed his hair with a hair brush. John picked up the laundry basket and took it to the laundry room.,0
Ann opened the fridge. Ann took out the milk. Ann poured all the milk in a bowl. Ann drank the milk with a spoon. Mary used the blender to make a drink out of cucumber and milk.,0
"Ann went to the garage and found nothing was there. Ann put the wrench, ax, and hammer on the table with other tools. Ann grabbed the car mats in the garage and placed them on the miscellaneous table. Ann picked up her son's old bike and put it next to the table with toys. Ann went into the kitchen, got a cup of coffee and went out to greet the customers.",0
Ann washed her hair in the bathtub. Ann used the hair dryer to get ready to go out. Ann applied deodorant to her armpits. Ann cleaned her socks with bleach. Ann ironed her pants before going out.,1
Ann gave her hammer to a friend. The lawnmower broke down. Ann got a hammer and a drill to fix it. Ann rode her bicycle to get gas for it. Ann invited a mechanic to look at the lawnmower.,0
Ann opened the door and entered the room. Ann walked on the carpet. Ann picked up her bracelet from the table. Ann turned on the TV. Ann sat down and watched the TV.,1
Ann put down the blender which broke into pieces. Ann washed and peeled a banana. Ann broke the banana into pieces and put it in the blender. Ann poured a cup of water into the blender. Ann blended the smoothie.,0
Ann got out of the bathtub. Ann threw away the empty deodorant. Ann used the hair dryer. Ann put on her pants. Ann put on her socks.,1
Tom put the baseball bat in the closet. Tom put the tennis racket and snowboard in the car. Tom took all the air out of the basketball. Tom drove his car down the street. Tom put the duffel bag in the car.,0
"Tom mixed egg, milk and cake batter. Tom buttered the pan that will go in the oven. Tom put the cake batter in the pan. Tom baked the cake in the oven for half an hour. Tom used a knife to remove the cake from the pan. Tom cut a slice of the cake and ate with spoon.",1
Ann sits on her chair. Ann falls asleep. Ann types on keyboard. Ann prints the document. Ann uses the scissors to trim the printed papers.,0
John tied up the rope. John turned off the chainsaw. John began sawing wood. John moved the lawnmower out of the driveway. John put the box into the car.,0
Ann put clothes into the washing machine. Ann poured bleach into the washing machine. Ann turned on the washing machine. Ann got the towel from the shelf. Ann mopped the floor with the towel.,1
Mary was washing clothes in the washing machine. Mary put in shorts. Mary put in socks. Mary added detergent and started a load. Mary took a bath in the bathtub.,1
Tom brought a box to the table. Tom opened the box. Tom took scissors out of the box. Tom cut up his book with the scissors. Tom started reading his book.,0
Tom chopped the tree down with an axe. Tom used his drill and hammer to build the table. Tom accidentally locked the bicycle in the trunk of his car with his keys inside. Tom tied a noose at the end of the rope. Tom put the axe back in the shed.,1
John wanted to go fly his radical new kite at the park. John put on some shorts and threw his duffel bag over his shoulder. John decided to ride his skateboard to the park to get some exercise. John arrived at the park and put his duffel bag next to the bench. John sat down on the bench and called his friends to come out to the park.,1
Ryan closed the door on the bathroom cabinet. Ryan took his toothbrush out of the cabinet. Ryan took his toothpaste out of the cabinet. Ryan opened the toothpaste and squeezed some onto his toothbrush. Ryan put the toothpaste down and brushed his teeth.,0
John cut his sheet into tiny strips. John put the sheet in the laundry basket. John used the toilet. John took a shower. John used the hair brush to dry his hair.,0
Mary turned on the table lamp. Mary unplugged the copier from the outlet. Mary sharpened a pencil. Mary opened the notebook and made a shopping list. Mary took the notebook to the copier and made duplicates.,0
Ann turned on the faucet. Ann washed her hands with the soap bar. Ann put her skirt in the basin. Ann put her pants in the basin. Ann washed the clothes with detergent.,1
John plugged in the drill. John sharpened the axe with the drill. John taped the box shut. John took the tires off of the car. John drove the car to work.,0
Tom dropped his radio on the carpet. Tom picked up his radio. Tom turned on the radio and listened to music. Tom looked at his clock to check the time. Tom turned off the radio and left home.,1
Ann turned on the desktop computer. Ann sat down in her chair. Ann tried to find the notebook but she could not find the notebook. Ann wrote her paper in the notebook because the keyboard was broken. Ann turned off the desktop computer.,0
John was sitting on the couch. John looked out of the window. John saw a man walking towards his house. John stood up and opened the door. The man greeted John and entered the house.,1
Mary sliced the apple. Mary peeled the orange. Mary ate the apple. Mary took the crust mix out of the box. Mary made an apple pie from the apples and crust.,0
Ann took a box from the shelf. Ann took a screwdriver out of the box. Ann pushed the lawnmower to the table. Ann took the lawnmower apart with the screwdriver. Ann cut the grass with the lawnmower.,0
Ann sent a letter to her grandma through the fax machine. Ann put her laptop computer on top of the bookshelf. Ann cut her finger by a pair of scissors. Ann broke the lead tip of the pencil. Ann dropped the scissors on the floor.,1
"John washed his hair with the shampoo. John fell asleep. John used the hair dryer to dry his hair. John took all of his clothes out of the dryer. John put on a shirt, shorts and socks.",0
John carried his soccer ball to the park. John kicked the soccer ball to the fence and popped it. John took off his shoes and played in the sandbox. John kicked his soccer ball around. John drank from his water bottle.,0
John got the ice cream out of the fridge. John sliced a piece of cake. John got his plate out of the cabinet but it fell and smashed. John threw the pieces of plate into the dustbin. John put ice cream and cake into a cup and ate it.,1
John opened the fridge. John took out butter. John also grabbed the ice cream. John put the butter and ice cream in a blender. John put the ice cream back in the fridge.,0
Tom sat on a see-saw. Tom saw a water fountain about 50 feet away. Tom asked Ann to toss him his water bottle. Tom saw Ann get the water bottle out of the duffle bag and threw it to him. Tom caught the basketball Ann tossed him.,0
John rode his skateboard to the park. John drank from his water bottle. John put on his soccer shoes. John played soccer ball with friends. John walked home because he did not bring his skateboard.,0
John got in the bathtub. John used his soap bar to wash up. John got out and dried off with a towel. John looked in the mirror as he dried his hair with a hair dryer. John then brushed his teeth with a toothbrush.,1
"John wrote in his notebook with a pen. John typed his question into his computer with the keyboard. John took his new printer to the garage, planning to use it next year. John placed the printer onto his desktop. John printed the answer to his question.",0
Ann plugged the TV to the power outlet. Ann turned on the TV. Ann grabbed her laptop to quickly check her email. Ann took a sip of tea from the coffee mug. Ann turned on the heater because it was chilly.,1
John turned on the oven. John used knife to cut apple. John used spoon to break egg. John mixed the egg and flour in the bowl. John put the bowl in the oven.,1
Jimmy looked out of the open window. Jimmy answered a call on the phone. Jimmy smashed his watch on the floor. Jimmy put on his watch and went outside. Jimmy threw his suitcase out of the window.,0
John put the cake in the oven. John put the milk back in the fridge. John smashed the bowl on the counter. John filled the bowl with ice cream. John ate the ice cream.,0
"John washes his body with a soap bar. John gets out of the shower and dries himself with a towel. John brushes his teeth with his toothbrush. John dried his hair with a hair dryer. John puts on his socks, shirt and shorts and he is ready to go out.",1
Ann opened her car trunk. Ann took out the bicycle. Ann grabbed the rope from the wall. Ann used the scissors to cut the rope. Ann got the scissors from the toolbox.,0
Sam sat in the chair. Sam turned on his desktop computer. Sam typed on his keyboard. Sam wrote in his notebook. Sam used the scissors to cut a piece of the notebook paper out.,1
"Ann took a pan out of the cupboard and put it on the stove. Ann took an egg, butter, and ham from the refrigerator. Ann took a bread out of the bread box and sliced it. Ann melted some butter in the pan and added the egg and ham. Ann flipped the eggs, put the eggs and ham on the bread bun and ate it.",1
Mary turned the box upside down and dumped everything on the floor. Mary threw away the box. Mary stored the bucket on the shelf. Mary put her car in the garage. Mary drove her car to the store.,0
John got his car stuck in the mud. John tied a rope to the car bumper. John called Tom to help tow the car out. John's son cut the rope in pieces with scissors. John asked Tom to help push the car out instead.,1
"Lee sits on the park bench. Lee looks through his duffle bag. Lee takes a frisbee out of his duffle bag and throws it for his dog. Lee ties his shoes after they became loose. Lee takes a drink from his water bottle, since he is thirsty.",1
John put on his pants and shirt. John got out of the bathtub. John dried himself with his beach towel. John put on his new shorts with his favorite shirt and shoes. John turned the hair dryer on high to dry his hair fast. John turned off the hair dryer.,0
Mary took out the pizza from fridge. Mary put the pizza in the microwave. Mary took out a cup. Mary filled the cup with soda. Mary ate the hot pizza.,1
Mary turned on her laptop computer. Mary turned on her printer. Mary did not have enough ink in the printer. Mary took out her pen. Mary wrote on the paper with the pen.,1
John put down the chainsaw. John laid the scissors down beside it. John took the chainsaw and scissors out of the box. John put the box in the trunk of his car. John closed the trunk and started his car.,0
John watched a toy car commercial on the tv. John saw the phone number on the tv. John ordered the toy car and paid by credit card. John waited for the toy car delivery. John opened the door to accept the toy car delivery.,1
Mike and his family went for a picnic. On the way Mike found that the tire was punctured. Mike left his car on the road. Mike drove the car to the shop. They canceled the picnic plan.,0
Mary is searching for a screwdriver so she opened the toolbox. Mary could only find a hammer and an axe. Mary used the screwdriver to repair the bicycle in the garage. Mary walked around the car and moved the bicycle aside. Mary found the screwdriver in the box and went into the house.,0
Ann unplugged the radio from the power outlet. Ann smashed the radio on the floor. Ann put the candle away. Ann sat in a chair. Ann put on a pair of flip-flops.,1
John put the peeled banana on a plate. John sliced the banana in half with a knife. John opened the fridge. John took out ice cream from the fridge. John peeled the banana.,0
Mary changed into her shorts. Mary grabbed a towel and headed to the beach. Mary brought along her soap bar and shampoo bottle to clean up at the beach. Mary headed back to the house to use the hair dryer. Mary put her towel in the dryer.,1
John opened the window. John sat on the couch. John emptied the suitcase. John made a call with the phone. John put the suitcase away in the closet.,1
Ann sat on the bench. Ann threw the frisbee over the fence. Ann threw the shorts over the fence. Ann picked up the basketball. Ann sat on the bench and threw the frisbee in the air.,0
Mary carries towel to the bathroom. Mary uses shampoo bottle to wash her hair. Mary remembers she has no hair dryer. Mary dries her hair using hair dryer. Mary puts on her shorts.,0
"Alice and John had just finished serving their son his birthday cake. In the kitchen they stood eating their own slices off of a paper plate, along with some ice cream. Alice began cleaning up while John sipped soda from a paper cup. Alice gathered up all of the empty plates and silverware and dumped them in the dustbin. Alice stored the leftover cake in the fridge and the ice cream in the freezer.",1
John plugged the sink. John turned on the faucet. John put all of the detergent in the sink. John turned off the faucet. John washed the shorts in the sink.,1
Tom opened up the hood of the car. Tom checked the oil with the dipstick. Tom closed the hood of the car. Tom went inside the car and opened the glove box. Tom wrote down the date of maintenance in the record book.,1
"Tom takes out the egg, milk and butter. Tom gets the spoon and bowl out of the cupboard. Tom mixes the ingredients in the bowl. Tom dumps the batter into the trash. Tom puts the pan in the oven to bake.",0
Ann decided to walk her dog in the park. Ann put a leash on her dog and walked him down the street. Ann let her dog off the leash when they reached the park. Ann's dog ran in the grass and played with other dogs. Ann and her dog went home from the park.,1
Tom car had a flat tire. Tom took a wrench and a screwdriver from the toolbox. Tom used the wrench and the screwdriver to take off the flat tire. Tom put on a new tire and pumped air into it. Tom rode the car to the park.,1
"Tom looked in the mirror. Tom found his shampoo bottle. Tom took a shower. Tom bleached his hair, but dropped some bleach on the blanket. Tom used the hair dryer to dry his hair.",1
Mike wanted to watch his favorite TV show. Mike found the remote control was not working. Mike sat down on the couch and turned the TV on. Mike changed the channel to the one where his show would be. Mike got up during a commercial to get a drink.,0
Tom wanted to cook meat and potato. Tom peeled the potato on the counter. Tom boiled the potato in a pot. Tom used a spoon to put gravy on potato. Tom cooked the meat in a glass dish.,1
Ann sat at the table and read a book. It was dark so Ann flicked the lamp switch. The lamp did not turn on so Ann checked the power outlet. The lamp still did not turn on so Ann was left in the dark. Ann played cards.,0
Ann forgot her laptop at school. Ann put the coffee mug on the side table. Ann read some news on her laptop. Ann dropped her cell phone on the carpet. Ann picked up the cell phone and put it in her pocket.,0
John watched a toy car commercial on the tv. John saw the phone number on the tv. John turned on the tv. John waited for the toy car delivery. John opened the door to accept the toy car delivery.,0
Ann used a wrench to try to repair her bicycle but was unable to. Ann threw down the wrench. Ann got an axe from the car. Ann chopped up her bicycle into tiny bits with the axe. Ann then rode the bike to the mall.,0
John used scissors to open a letter. John read the letter with his eyeglasses on. John put down the letter and looked out of the window. John laid back on the chair. John called his friend on the phone.,1
"John sat on the bench near the tennis net at the court. John used his towel to wipe his forehead. John took a drink from his water bottle and turned to look at the playground. John watched the kids, in the distance, one was flying a kite and two others were playing on the see-saw. John drank all the water and got up to meet his friend.",1
Ann got her bicycle and lawnmower out of the garage. Ann put her bicycle in the car for safekeeping until she could take a ride. Ann mowed the lawn. Ann saw her mom drive off in the car. Ann got on her bicycle and went for a ride.,0
Ann put the towel in the washing machine. Ann unplugged the washing machine. Ann turned on the washing machine. Ann spilled the bleach in the sink. Ann used the faucet to clean up bleach.,0
Tom turned the radio on. Tom lifted a box with both hands. Tom walked across the carpet. Tom walked out of the door. Tom put the radio into the box.,0
Ann quietly opened the door. Ann put on her winter boots. Ann took off her flip flops. Ann picked up the radio. Ann plugged the radio in the power outlet.,0
Mary walked into the room and sat on the sofa. Mary wanted to watch the television so she looked for the remote. Mary unplugged the television. Mary picked up the remote. Mary used the remote to turn the television on.,0
John closed the microwave. John opened the dustbin. John put the spoon in the sink. John dropped the knife in the dustbin. John threw the egg in the dustbin.,1
Mike had a car with a flat tire. Mike had no tools to change the tire. Mike took off the tire and put on a spare tire. Mike let the car rest on the ground after changing the tire. Mike got in the car and drove to the mall.,0
"Mary broke her laptop. Mary copied notes from her notebook onto her laptop. Mary printed out her notes on the printer. Mary stapled her work together into a report. Mary sent her report, and then told her colleagues by phone that it was coming.",0
Tom threw the cereal in the dustbin. Tom took a pan from the cupboard. Tom poured soup into the pan. Tom threw the soup into the dustbin. Tom ate the soup.,0
Mike walks to the shelf. Mike throws away his toolbox. Mike takes out the wrench. Mike carries the wrench to the lawnmower. Mike fixes the lawnmower.,0
John sat on the couch. John looked at his watch. John closed his suitcase. John made a phone call on his cell phone. John put the watch inside the suitcase.,0
John went to the park. John took off his shoes. John jumped into the sandbox. John dug a hole in the sand. John hid the tennis ball in the hole.,1
John got out of the bathtub. John dried himself with a towel. John looked at himself in the mirror. John dried his hair with the hair dryer. John put on his shirt and shorts.,1
Ann climbed the tree. Ann jumped off the tree. Ann tossed the frisbee into the lake. Ann tied her shoes. Ann rode her skateboard home.,1
Mary took off her socks. Mary put the socks in the washing machine. Mary opened the cabinet. Mary took out the toothbrush and toothpaste. Mary brushed her teeth while looking in the mirror.,1
John closed the microwave. John opened the dustbin. John put the spoon in the sink. John dropped the knife in the dustbin. John cut the apple with the knife.,0
"John decided he would make a birthday cake for his girlfriend. John got a bowl from the cabinet and set it on the counter. John opened the fridge and took out some eggs and butter. John saw a donut in the fridge, took it out and ate it. John finished mixing the ingredients in the bowl with a big spoon.",1
"John removed his shorts, shirt, and socks, and then tossed them into the washing machine. John turned on the water in the bathtub, and positioned the shower head to where he liked it. John set his towel on the toilet and stepped into the shower. John washed his body with the soap bar and wash cloth, and turned off the water. John stepped out of the shower, wrapped the towel around his body, and started up the hair dryer.",1
John took out a skirt. John put it in the washing machine. John added detergent to the washing machine. John also put his blanket in the washing machine. John turned on the washing machine.,1
Tom took a plate out of the cupboard. Tom found the cake smell bad. Tom used a knife to cut out a piece of cake. Tom put the piece of cake on the plate. Tom used a spoon to put ice cream next to the cake. Tom enjoyed eating the cake and ice cream.,0
Ann put the socks in the washing machine. Ann added the shorts to the washing machine. Ann put detergent in the washing machine. Ann opened the door of the washing machine. Ann turned the washing machine on.,0
"John went to the bathroom, brushed his teeth and took a shower. John used a soap bar to clean himself while in the shower. John shattered the mirror with a rock. John used the mirror when he was drying his hair. John finished drying his hair and went to the laundry room and used the washing machine.",0
Ann climbed over the fence. Ann picked up the volleyball ball. Ann picked up the tennis ball. Ann put the balls in her duffle bag. Ann lifted up her empty duffle bag.,0
John takes his couch out of the house. John takes his coffee table out of the house. John goes back into the living room to phone his wife. John trips over a toy car on the floor. John threw the toy car into the dustbin.,1
Ann sat at the table and read a book. It was dark so Ann flicked the lamp switch. The lamp did not turn on so Ann checked the power outlet. The lamp still did not turn on so Ann was left in the dark. Ann went to get a candle.,1
"John took the cutting board out of the dishwasher. John put the black mug in the dishwasher. John dropped the blue mug, breaking it. John put the short knife on the cutting board. John poured coffee into the blue mug.",0
"John covers his mirror with a large sheet an. John looks in the mirror as he uses his toothbrush and toothpaste. John gets in the bathtub with his soap bar and takes a bath. John dries his hair with the hair dryer. John then puts on his shirt, shorts, socks and underwear.",0
Ann cut the magazine into tiny pieces with the scissors. Ann put the pencil back in the pencil box. Ann opened her laptop computer and began typing. Ann sent an email to her teacher. Ann opened the magazine to read it.,0
Ann got out of the bathtub. Ann took off her dress. Ann looked in the mirror. Ann turned on the faucet and brushed her teeth. Ann slept peacefully with her blanket.,0
John lit the candle in the dark room. John looked at the time of the clock. John made a cup of tea. John enjoyed the tea on the couch. John turned on the radio and listened to music.,1
John took out the plate. John took out the cake. John put all the cake on the plate. John ate all of the cake. John ate some ice cream.,1
John put on a pair of shorts and a pair of shoes. John went to the park. John broke his skateboard in the park. John leaned against the fence to rest. John talked with his friends and left for home.,1
Ann sent a letter to her grandma through the fax machine. Ann put her laptop computer on top of the bookshelf. Ann cut her finger by a pair of scissors. Ann broke the lead tip of the pencil. Ann continued drawing with the pencil.,0
Tom sat in the chair. Tom broke the tip off his pencil. Tom took out a blue ink pen. Tom turned on the copier. Tom wrote in his notebook.,1
"Ryan woke up and got out of bed. Ryan throws his toothpaste in the trash. Ryan then spit out the toothpaste in the sink. Ryan started to put shaving cream on his face. Once the shaving cream was on his face, Ryan started shaving his face with a razor.",0
John wrapped himself in the towel after showering. John looked at himself in the mirror. John put toothpaste on his toothbrush. John brushed his teeth. John cleaned the bathtub before his guests arrived.,1
"Ann saw that her living room table was cluttered, and began to clean the room. Ann took the laptop, the coffee mug, and the cell phone out of the living room and back where they went. Ann cleaned off the TV with a rag. Ann vacuumed the rug. Ann lit a candle to make the living room smell nice.",1
John moved the chainsaw to the shed. John put the ladder next to the chainsaw in the shed. John parked the lawnmower behind the car. John moved the box to the shed. John backed the car down the driveway.,0
Tom put the ladder next to the house to keep it out of the way. Tom went into the garage and put the bicycle up on the table. Tom got his wrench and screwdriver from the box. Tom took the wheel off the bicycle and started to work on the frame. Tom got on his bicycle and rode away.,0
Tom called his friend on the phone. Tom grabbed the keyboard. Tom put the keyboard in a box. Tom wrote on the box with a pen. Tom typed something with the keyboard.,0
Tom sat in the chair. Tom broke the tip off his pencil. Tom took out a blue ink pen. Tom turned on the copier. Tom wrote with his pencil.,0
John took a bath. John shaved his head bald. John brushed his hair with the hair brush. John picked up his dirty socks and dropped them in the dustbin. John wrapped himself in his blanket.,0
Ann sat by the window. Ann listened to the clock ticking. Ann smashed the clock on the floor. Ann continued listening to the clock ticking. Ann answered the cell phone.,0
Ann put the shorts and socks in the washing machine. Ann poured the detergent into the washing machine. Ann filled up the bathtub with water. Ann turned on the washing machine. Ann watched all the clothes getting washed.,1
Mary sat on sofa in the living room. Mary switched on the TV. Mary switched to different channels. Mary had no cashews at home. Mary eating cashews while watching TV.,0
Tony turned off the TV. Tony packed his suitcase on the table. Tony put on his shoes. Tony examined his empty suitcase and checked the weather on tv. Tony left for work after turning off the fan.,0
Tom entered the living room. Tom closed the door from inside. Tom played music on the radio. Tom changed battery of the clock. Tom took out his book to read.,1
Ann tried to turned on the oven but power went out. Ann poured cake batter into a pan. Ann cut an apple into small pieces. Ann mixed the apple pieces into the cake batter. Ann baked the cake in the oven.,0
Ann got in her car. Ann takes out the box. Ann picks a hammer from the box. Ann is unable to locate the drill. Ann used the tools to fix her bicycle.,0
John took a drill and decided to make a bicycle rack. John chopped some wood with an axe and formed the rack. John took a wrench and tightened some bolts on the rack. John put his bicycle on the rack and saw that it fit nicely. John put away all the tools he used.,1
Mary turned the box upside down and dumped everything on the floor. Mary threw away the box. Mary stored the bucket on the shelf. Mary put her car in the garage. Mary went out of the garage and closed the door.,1
Mary discovers that her lawnmower is broken. Mary puts trimmed grasses in the bucket. Mary cuts woods using chainsaw. Mary keeps woods in the box. Mary picks box and bucket to the car.,0
Ann opened the cookbook. Ann picked out a recipe from the cookbook. Ann began preparing the food. Ann put the food in a pot. Ann began cooking the food on the stove top.,1
John decided to clean the bathroom. John got his favorite towel filthy by mopping up mud on the floor. John put away his hair brush. John cleaned the shower. John finished his work by hanging a sheet on the towel rack for drying his hands.,1
Mary was taking her daughter to the park. Mary took an empty duffel bag with them. Mary and her daughter arrived at the park and Mary parked near a high fence. Mary watched as her daughter ran towards the swings screaming with delight. Mary took the water bottle out of the bag and drank some water.,0
John turned on the sink and let water run. John left the faucet running for 2 minutes. John used some detergent to wash the dishes. John noticed he was out of a soap bar when he went to wash his hands. John got his shorts wet from doing the dishes.,1
Ann laid down on her towel on the grass. Ann looked at the frisbee flying in the air. Ann rolled onto her side on her towel. Ann watched people playing basketball. Ann got up and picked up the towel.,1
"Mary walked into the laundry room carrying a laundry basket. Mary found the washing machine is broken. Mary threw all the clothes in the washer and turned it on. Mary went to the bathroom, brushed her teeth and put the toothbrush in a cup. Mary began cleaning the bathroom starting with the bathtub.",0
The bicycle is broken. Ann disassembled the bike with the wrench. Ann put the bike parts in a box. Ann used a hammer to seal the box. Ann put the box in her car.,1
John played in the sandbox. John finished the water in his water bottle. John kicked the soccer ball around. John rode his skateboard home. John emptied his water bottle in the grass.,0
Mary sat on the couch. Mary looked at the phone on the coffee table. Mary blew up a balloon. A toy car crashed into the balloon and burst it. Mary made a phone call.,1
Lee wore shoes and shorts. Lee carried the duffle bag to the park. Lee used tools to disassemble the see-saw. Lee played on the see-saw. Lee threw frisbee with his friends.,0
John opened the fridge. John took out the ice cream from the fridge. John filled half the bowl with milk. John ate the ice cream. John dropped the bowl on the floor.,1
Mary opened the dustbin to throw out the leftovers from supper. Mary opened the fridge and got out day old eggs and ham but dropped her glass bowl smashing it to pieces. Mary took a cup of day-old shrimp and threw it away. Mary ate a half of a donut from the fridge. Mary threw away the other half of the donut.,1
Mike decided to work on his car in the garage. Mike got his tools out from their drawers. Mike opened the hood on his car. Mike checked his engine to see what he needed to repair. Mike got to work in his car.,1
Tom pulled out his chair and sat on it. Tom put his hands on the table. Tom unlocked the drawer. Tom burned the book in the fireplace. Tom wrote in the book with a pen.,0
Mary walked into the living room and sat on the couch. Mary turned on the reading light. Mary opened the book and begin to read. Mary turned off the light and stood up. Mary put the book back on the table.,1
John left the open water bottle on the bench. John picked up the bottle and drank all the water. A boy threw a football that knocked the water bottle over. The water bottle splashed water all over the bench. John wiped the bench with his towel.,0
Tom peeled an orange. Tom scooped out some ice cream. Tom baked a cake in the oven. Tom put the ice cream back in the fridge. Tom placed the dirty plate and spoon in the sink.,1
John took off clothes. John took a shower. John picked up the empty shampoo bottle. John shaved his head. John used the hair dryer.,0
Ann opened the fridge and took out the ingredients to make a cake. Ann turned on the oven to get it pre-heated to the proper temperature. Ann greased the pan and poured the cake batter into it. Ann put the cake in the oven and set the kitchen timer for 35 minutes. Ann sat down at the kitchen table and ate an apple while waiting for the cake to be done.,1
John opened his duffle bag. John took out the skateboard. John sat on the bench. John put on his shoes. John rode his skateboard.,1
Lee opened the freezer door to find something to eat. Lee found a frozen dinner to cook in the microwave. Lee took the dinner out of its cardboard box. Lee broke his microwave. Lee put the dinner in the microwave and set the timer at 15 minutes.,0
Mary's desktop computer keyboard did not work. Mary typed on her keyboard. Mary printed a memo in blue ink. Mary used scissors to cut her memo into small pieces. Mary turned off her desktop computer.,0
Tom stood next to the counter and put some ice cubes in a glass. Tom got a pan and put it on the stove. Tom opened the refrigerator and took out an egg from the full carton and some bacon. Tom got a spoon out of the drawer to stir his iced tea. Tom began cooking the bacon while drinking his iced tea.,1
Ann snapped the pencil. Ann opened the book on the table. Ann started writing on the book with the pencil. Ann heard the phone ring. Ann went to the phone and picked it up.,0
Ann cracked the eggs and put them in the bowl. Ann stirred the eggs in the bowl until they were blended. Ann poured the batter into a frying pan. Ann started the stove top with the gas starter. Ann begin to cook the eggs in the pan.,1
John took out an apple and a banana from the fridge. John peeled and sliced the banana. The apple rolled off the counter onto the dirty floor. John picked up the apple and threw it into the dustbin. John cut the apple into small pieces. John mixed the apple and the banana in a bowl.,0
Mary was reading a magazine. Mary went to her desktop computer. Mary printed a document in blue ink. The copier did not have any paper in it. Mary used scissors to trim the copies.,0
John rinsed the plate and the bowl in the sink. John accidentally smashed the plate on the floor. John took out a banana from the fridge. John. ate the banana. John mixed the banana and yogurt in the bowl.,0
John was going to clean the car. John sprayed water on the car. John sprayed soap on the car. John rinsed the car. John drove the car away.,1
John took out his bike from his truck. The bike was broken. John picked up his box of tools. John rode the bike to work. John used the wrench to tighten the bolts on the bike.,0
John put water in the bathtub. John opened the cabinet. John took a soap bar from the cabinet. John put his socks in the bathtub and broke the mirror. John poured bleach in the bathtub.,1
John got his shorts out of the dryer and put them on. John felt wet in the shorts. John put toothpaste on his toothbrush. John accidentally dropped his toothbrush in the toilet and flushed it. John wiped his teeth off with a blanket.,0
Mike walks to the shelf. Mike opens the toolbox. Mike takes out the wrench and hammer. Mike puts the tools in the bucket. Mike carries the bucket to the car. Mike fixes the car.,1
"Lee took out turkey, bread, and an onion from the fridge. Lee put slices of turkey on the bread. Lee cut up the onion and put slices of it on the bread with the turkey. Lee put the 2nd piece of bread on the turkey and onion. Lee started to eat the sandwich.",1
Mary was sitting at a table working on her laptop. Mary picked up a pen and started tapping it on a stapler. Mary wrote a few words on a paper. Mary looked around for a pair of scissors. Mary wrote her name on the first page of a book.,1
Mary sat in a chair. Mary turned on the radio. Mary picked up the phone. Mary smashed her eyeglasses with the phone. Mary put on her eyeglasses.,0
John got the wrench. John loosened the bolt on his red car with the wrench. John removes the part from his car. John throws the part in the trash. John installs a new part on his red car.,1
"Tom opened the laundry hamper and took out some socks, shorts, and shirts. Tom put these clothes in the laundry basket. Tom put the laundry basket on the dryer and began pre-treating the clothes. Tom found some toothpaste on a shirt and rinsed it off in the sink. Tom made sure the socks were all there before putting everything in the washer.",1
