story,label,breakpoint,id,fold
"['Mary turned the box upside down and dumped everything on the floor.', 'Mary threw away the box.', 'Mary stored the bucket on the shelf.', 'Mary put her car in the garage.', 'Mary drove her car to the store.']",0,4,train_577,3
"['John got his car stuck in the mud.', 'John tied a rope to the car bumper.', 'John called Tom to help tow the car out.', ""John's son cut the rope in pieces with scissors."", 'John asked Tom to help push the car out instead.']",1,-1,train_578,3
"['Lee sits on the park bench.', 'Lee looks through his duffle bag.', 'Lee takes a frisbee out of his duffle bag and throws it for his dog.', 'Lee ties his shoes after they became loose.', 'Lee takes a drink from his water bottle, since he is thirsty.']",1,-1,train_579,2
"['John put on his pants and shirt.', 'John got out of the bathtub.', 'John dried himself with his beach towel.', 'John put on his new shorts with his favorite shirt and shoes.', 'John turned the hair dryer on high to dry his hair fast.', 'John turned off the hair dryer.']",0,1,train_580,1
"['Mary took out the pizza from fridge.', 'Mary put the pizza in the microwave.', 'Mary took out a cup.', 'Mary filled the cup with soda.', 'Mary ate the hot pizza.']",1,-1,train_581,4
"['Mary turned on her laptop computer.', 'Mary turned on her printer.', 'Mary did not have enough ink in the printer.', 'Mary took out her pen.', 'Mary wrote on the paper with the pen.']",1,-1,train_582,8
"['John put down the chainsaw.', 'John laid the scissors down beside it.', 'John took the chainsaw and scissors out of the box.', 'John put the box in the trunk of his car.', 'John closed the trunk and started his car.']",0,2,train_583,6
"['John watched a toy car commercial on the tv.', 'John saw the phone number on the tv.', 'John ordered the toy car and paid by credit card.', 'John waited for the toy car delivery.', 'John opened the door to accept the toy car delivery.']",1,-1,train_584,7
"['Mike and his family went for a picnic.', 'On the way Mike found that the tire was punctured.', 'Mike left his car on the road.', 'Mike drove the car to the shop.', 'They canceled the picnic plan.']",0,3,train_585,4
"['Mary is searching for a screwdriver so she opened the toolbox.', 'Mary could only find a hammer and an axe.', 'Mary used the screwdriver to repair the bicycle in the garage.', 'Mary walked around the car and moved the bicycle aside.', 'Mary found the screwdriver in the box and went into the house.']",0,2,train_586,4
"['Ann unplugged the radio from the power outlet.', 'Ann smashed the radio on the floor.', 'Ann put the candle away.', 'Ann sat in a chair.', 'Ann put on a pair of flip-flops.']",1,-1,train_587,4
"['John put the peeled banana on a plate.', 'John sliced the banana in half with a knife.', 'John opened the fridge.', 'John took out ice cream from the fridge.', 'John peeled the banana.']",0,4,train_588,3
"['Mary changed into her shorts.', 'Mary grabbed a towel and headed to the beach.', 'Mary brought along her soap bar and shampoo bottle to clean up at the beach.', 'Mary headed back to the house to use the hair dryer.', 'Mary put her towel in the dryer.']",1,-1,train_589,3
"['John opened the window.', 'John sat on the couch.', 'John emptied the suitcase.', 'John made a call with the phone.', 'John put the suitcase away in the closet.']",1,-1,train_590,1
"['Mary took a shower in the bathtub.', 'Mary grabbed the toothbrush and brushed her teeth.', 'Mary grabbed the socks from the washer.', 'Mary put the socks in the dryer.', 'Mary put the dry socks in the laundry basket.']",1,-1,train_591,0
"['Ann sat on the bench.', 'Ann threw the frisbee over the fence.', 'Ann threw the shorts over the fence.', 'Ann picked up the basketball.', 'Ann sat on the bench and threw the frisbee in the air.']",0,4,train_592,2
"['Mary carries towel to the bathroom.', 'Mary uses shampoo bottle to wash her hair.', 'Mary remembers she has no hair dryer.', 'Mary dries her hair using hair dryer.', 'Mary puts on her shorts.']",0,3,train_593,9
"['Alice and John had just finished serving their son his birthday cake.', 'In the kitchen they stood eating their own slices off of a paper plate, along with some ice cream.', 'Alice began cleaning up while John sipped soda from a paper cup.', 'Alice gathered up all of the empty plates and silverware and dumped them in the dustbin.', 'Alice stored the leftover cake in the fridge and the ice cream in the freezer.']",1,-1,train_594,5
"['John plugged the sink.', 'John turned on the faucet.', 'John put all of the detergent in the sink.', 'John turned off the faucet.', 'John washed the shorts in the sink.']",1,-1,train_595,8
"['Tom opened up the hood of the car.', 'Tom checked the oil with the dipstick.', 'Tom closed the hood of the car.', 'Tom went inside the car and opened the glove box.', 'Tom wrote down the date of maintenance in the record book.']",1,-1,train_596,7
"['Tom takes out the egg, milk and butter.', 'Tom gets the spoon and bowl out of the cupboard.', 'Tom mixes the ingredients in the bowl.', 'Tom dumps the batter into the trash.', 'Tom puts the pan in the oven to bake.']",0,4,train_597,7
"['Ann decided to walk her dog in the park.', 'Ann put a leash on her dog and walked him down the street.', 'Ann let her dog off the leash when they reached the park.', ""Ann's dog ran in the grass and played with other dogs."", 'Ann and her dog went home from the park.']",1,-1,train_598,2
"['Tom car had a flat tire.', 'Tom took a wrench and a screwdriver from the toolbox.', 'Tom used the wrench and the screwdriver to take off the flat tire.', 'Tom put on a new tire and pumped air into it.', 'Tom rode the car to the park.']",1,-1,train_599,9
"['Tom looked in the mirror.', 'Tom found his shampoo bottle.', 'Tom took a shower.', 'Tom bleached his hair, but dropped some bleach on the blanket.', 'Tom used the hair dryer to dry his hair.']",1,-1,train_600,6
"['Mike wanted to watch his favorite TV show.', 'Mike found the remote control was not working.', 'Mike sat down on the couch and turned the TV on.', 'Mike changed the channel to the one where his show would be.', 'Mike got up during a commercial to get a drink.']",0,3,train_601,5
"['Mary peeled the orange and sliced the apple into small pieces.', 'Mary made an apple pie.', 'Mary took the donut out of the box.', 'Mary tore the box apart into pieces.', 'Mary put the donut back in the box.']",0,4,train_602,8
"['Tom wanted to cook meat and potato.', 'Tom peeled the potato on the counter.', 'Tom boiled the potato in a pot.', 'Tom used a spoon to put gravy on potato.', 'Tom cooked the meat in a glass dish.']",1,-1,train_603,4
"['Ann sat at the table and read a book.', 'It was dark so Ann flicked the lamp switch.', 'The lamp did not turn on so Ann checked the power outlet.', 'The lamp still did not turn on so Ann was left in the dark.', 'Ann played cards.']",0,4,train_604,0
"['Ann forgot her laptop at school.', 'Ann put the coffee mug on the side table.', 'Ann read some news on her laptop.', 'Ann dropped her cell phone on the carpet.', 'Ann picked up the cell phone and put it in her pocket.']",0,2,train_605,6
"['John watched a toy car commercial on the tv.', 'John saw the phone number on the tv.', 'John turned on the tv.', 'John waited for the toy car delivery.', 'John opened the door to accept the toy car delivery.']",0,2,train_606,1
"['Ann used a wrench to try to repair her bicycle but was unable to.', 'Ann threw down the wrench.', 'Ann got an axe from the car.', 'Ann chopped up her bicycle into tiny bits with the axe.', 'Ann then rode the bike to the mall.']",0,4,train_607,5
"['John used scissors to open a letter.', 'John read the letter with his eyeglasses on.', 'John put down the letter and looked out of the window.', 'John laid back on the chair.', 'John called his friend on the phone.']",1,-1,train_608,3
"['John sat on the bench near the tennis net at the court.', 'John used his towel to wipe his forehead.', 'John took a drink from his water bottle and turned to look at the playground.', 'John watched the kids, in the distance, one was flying a kite and two others were playing on the see-saw.', 'John drank all the water and got up to meet his friend.']",1,-1,train_609,1
"['Ann got her bicycle and lawnmower out of the garage.', 'Ann put her bicycle in the car for safekeeping until she could take a ride.', 'Ann mowed the lawn.', 'Ann saw her mom drive off in the car.', 'Ann got on her bicycle and went for a ride.']",0,4,train_610,9
"['Mary got up from the sofa.', 'Mary put the table beside chair.', 'Mary turned off the television.', 'Mary lay down on the bed.', 'Mary turned off the lamp.']",1,-1,train_611,0
"['Mary took a pan from the cupboard.', 'Mary put the pan on the stove.', 'Mary took out a bowl.', 'Mary cracked open an egg.', 'Mary made hardboiled eggs.']",0,4,train_612,8
"['Ann put the towel in the washing machine.', 'Ann unplugged the washing machine.', 'Ann turned on the washing machine.', 'Ann spilled the bleach in the sink.', 'Ann used the faucet to clean up bleach.']",0,2,train_613,7
"['Tom turned the radio on.', 'Tom lifted a box with both hands.', 'Tom walked across the carpet.', 'Tom walked out of the door.', 'Tom put the radio into the box.']",0,4,train_614,3
"['Ann quietly opened the door.', 'Ann put on her winter boots.', 'Ann took off her flip flops.', 'Ann picked up the radio.', 'Ann plugged the radio in the power outlet.']",0,2,train_615,4
"['Mary walked into the room and sat on the sofa.', 'Mary wanted to watch the television so she looked for the remote.', 'Mary unplugged the television.', 'Mary picked up the remote.', 'Mary used the remote to turn the television on.']",0,2,train_616,1
"['John closed the microwave.', 'John opened the dustbin.', 'John put the spoon in the sink.', 'John dropped the knife in the dustbin.', 'John threw the egg in the dustbin.']",1,-1,train_617,8
"['Mike had a car with a flat tire.', 'Mike had no tools to change the tire.', 'Mike took off the tire and put on a spare tire.', 'Mike let the car rest on the ground after changing the tire.', 'Mike got in the car and drove to the mall.']",0,2,train_618,6
"['Mary broke her laptop.', 'Mary copied notes from her notebook onto her laptop.', 'Mary printed out her notes on the printer.', 'Mary stapled her work together into a report.', 'Mary sent her report, and then told her colleagues by phone that it was coming.']",0,1,train_619,2
"['Tom threw the cereal in the dustbin.', 'Tom took a pan from the cupboard.', 'Tom poured soup into the pan.', 'Tom threw the soup into the dustbin.', 'Tom ate the soup.']",0,4,train_620,0
"['Mike walks to the shelf.', 'Mike throws away his toolbox.', 'Mike takes out the wrench.', 'Mike carries the wrench to the lawnmower.', 'Mike fixes the lawnmower.']",0,2,train_621,6
"['John sat on the couch.', 'John looked at his watch.', 'John closed his suitcase.', 'John made a phone call on his cell phone.', 'John put the watch inside the suitcase.']",0,4,train_622,2
"['John went to the park.', 'John took off his shoes.', 'John jumped into the sandbox.', 'John dug a hole in the sand.', 'John hid the tennis ball in the hole.']",1,-1,train_623,6
"['John got out of the bathtub.', 'John dried himself with a towel.', 'John looked at himself in the mirror.', 'John dried his hair with the hair dryer.', 'John put on his shirt and shorts.']",1,-1,train_624,5
"['Ann climbed the tree.', 'Ann jumped off the tree.', 'Ann tossed the frisbee into the lake.', 'Ann tied her shoes.', 'Ann rode her skateboard home.']",1,-1,train_625,9
"['Mary took off her socks.', 'Mary put the socks in the washing machine.', 'Mary opened the cabinet.', 'Mary took out the toothbrush and toothpaste.', 'Mary brushed her teeth while looking in the mirror.']",1,-1,train_626,7
"['John closed the microwave.', 'John opened the dustbin.', 'John put the spoon in the sink.', 'John dropped the knife in the dustbin.', 'John cut the apple with the knife.']",0,4,train_627,3
"['John decided he would make a birthday cake for his girlfriend.', 'John got a bowl from the cabinet and set it on the counter.', 'John opened the fridge and took out some eggs and butter.', 'John saw a donut in the fridge, took it out and ate it.', 'John finished mixing the ingredients in the bowl with a big spoon.']",1,-1,train_628,2
"['John removed his shorts, shirt, and socks, and then tossed them into the washing machine.', 'John turned on the water in the bathtub, and positioned the shower head to where he liked it.', 'John set his towel on the toilet and stepped into the shower.', 'John washed his body with the soap bar and wash cloth, and turned off the water.', 'John stepped out of the shower, wrapped the towel around his body, and started up the hair dryer.']",1,-1,train_629,2
"['John was hungry so he looked into the fridge.', 'John decided to get a piece of cake.', 'John put the cake in a bowl.', 'John poured himself a glass of milk, as well.', 'John ate the pizza.']",0,4,train_630,8
"['John took out a skirt.', 'John put it in the washing machine.', 'John added detergent to the washing machine.', 'John also put his blanket in the washing machine.', 'John turned on the washing machine.']",1,-1,train_631,8
"['Tom took a plate out of the cupboard.', 'Tom found the cake smell bad.', 'Tom used a knife to cut out a piece of cake.', 'Tom put the piece of cake on the plate.', 'Tom used a spoon to put ice cream next to the cake.', 'Tom enjoyed eating the cake and ice cream.']",0,5,train_632,0
"['Ann put the socks in the washing machine.', 'Ann added the shorts to the washing machine.', 'Ann put detergent in the washing machine.', 'Ann opened the door of the washing machine.', 'Ann turned the washing machine on.']",0,4,train_633,5
"['John went to the bathroom, brushed his teeth and took a shower.', 'John used a soap bar to clean himself while in the shower.', 'John shattered the mirror with a rock.', 'John used the mirror when he was drying his hair.', 'John finished drying his hair and went to the laundry room and used the washing machine.']",0,3,train_634,1
"['Ann climbed over the fence.', 'Ann picked up the volleyball ball.', 'Ann picked up the tennis ball.', 'Ann put the balls in her duffle bag.', 'Ann lifted up her empty duffle bag.']",0,4,train_635,7
"['John takes his couch out of the house.', 'John takes his coffee table out of the house.', 'John goes back into the living room to phone his wife.', 'John trips over a toy car on the floor.', 'John threw the toy car into the dustbin.']",1,-1,train_636,1
"['Ann sat at the table and read a book.', 'It was dark so Ann flicked the lamp switch.', 'The lamp did not turn on so Ann checked the power outlet.', 'The lamp still did not turn on so Ann was left in the dark.', 'Ann went to get a candle.']",1,-1,train_637,4
"['John took the cutting board out of the dishwasher.', 'John put the black mug in the dishwasher.', 'John dropped the blue mug, breaking it.', 'John put the short knife on the cutting board.', 'John poured coffee into the blue mug.']",0,4,train_638,4
"['John covers his mirror with a large sheet an.', 'John looks in the mirror as he uses his toothbrush and toothpaste.', 'John gets in the bathtub with his soap bar and takes a bath.', 'John dries his hair with the hair dryer.', 'John then puts on his shirt, shorts, socks and underwear.']",0,1,train_639,9
"['Ann cut the magazine into tiny pieces with the scissors.', 'Ann put the pencil back in the pencil box.', 'Ann opened her laptop computer and began typing.', 'Ann sent an email to her teacher.', 'Ann opened the magazine to read it.']",0,4,train_640,3
"['Ann got out of the bathtub.', 'Ann took off her dress.', 'Ann looked in the mirror.', 'Ann turned on the faucet and brushed her teeth.', 'Ann slept peacefully with her blanket.']",0,1,train_641,8
"['John lit the candle in the dark room.', 'John looked at the time of the clock.', 'John made a cup of tea.', 'John enjoyed the tea on the couch.', 'John turned on the radio and listened to music.']",1,-1,train_642,0
"['John took out the plate.', 'John took out the cake.', 'John put all the cake on the plate.', 'John ate all of the cake.', 'John ate some ice cream.']",1,-1,train_643,3
"['John put on a pair of shorts and a pair of shoes.', 'John went to the park.', 'John broke his skateboard in the park.', 'John leaned against the fence to rest.', 'John talked with his friends and left for home.']",1,-1,train_644,6
"['Ann sent a letter to her grandma through the fax machine.', 'Ann put her laptop computer on top of the bookshelf.', 'Ann cut her finger by a pair of scissors.', 'Ann broke the lead tip of the pencil.', 'Ann continued drawing with the pencil.']",0,4,train_645,2
"['Tony turned off the TV.', 'Tony packed his suitcase on the table.', 'Tony put on his shoes.', 'Tony glanced out of his window.', 'Tony left for work after turning off the fan.']",1,-1,train_646,7
"['Tom sat in the chair.', 'Tom broke the tip off his pencil.', 'Tom took out a blue ink pen.', 'Tom turned on the copier.', 'Tom wrote in his notebook.']",1,-1,train_647,5
"['Ryan woke up and got out of bed.', 'Ryan throws his toothpaste in the trash.', 'Ryan then spit out the toothpaste in the sink.', 'Ryan started to put shaving cream on his face.', 'Once the shaving cream was on his face, Ryan started shaving his face with a razor.']",0,2,train_648,1
"['John wrapped himself in the towel after showering.', 'John looked at himself in the mirror.', 'John put toothpaste on his toothbrush.', 'John brushed his teeth.', 'John cleaned the bathtub before his guests arrived.']",1,-1,train_649,9
"['Tom opened the fridge.', 'Tom took out the ice cream.', 'Tom took out the banana.', 'Tom cut up the banana with the knife into many slices.', 'Tom cut the banana into two long halves.']",0,4,train_650,0
"['Ann saw that her living room table was cluttered, and began to clean the room.', 'Ann took the laptop, the coffee mug, and the cell phone out of the living room and back where they went.', 'Ann cleaned off the TV with a rag.', 'Ann vacuumed the rug.', 'Ann lit a candle to make the living room smell nice.']",1,-1,train_651,4
"['Lee was preparing dinner.', 'Lee put a pot of water on the stove and set it to boil.', 'Lee prepared spaghetti sauce.', 'Lee checked the pot to make sure the water was boiling.', 'Lee took a box of spaghetti out of the cupboard.', 'Lee put the spaghetti into the boiling water.']",1,-1,train_652,6
"['John moved the chainsaw to the shed.', 'John put the ladder next to the chainsaw in the shed.', 'John parked the lawnmower behind the car.', 'John moved the box to the shed.', 'John backed the car down the driveway.']",0,4,train_653,4
"['Tom put the ladder next to the house to keep it out of the way.', 'Tom went into the garage and put the bicycle up on the table.', 'Tom got his wrench and screwdriver from the box.', 'Tom took the wheel off the bicycle and started to work on the frame.', 'Tom got on his bicycle and rode away.']",0,4,train_654,7
"['Tom called his friend on the phone.', 'Tom grabbed the keyboard.', 'Tom put the keyboard in a box.', 'Tom wrote on the box with a pen.', 'Tom typed something with the keyboard.']",0,4,train_655,5
"['Tom sat in the chair.', 'Tom broke the tip off his pencil.', 'Tom took out a blue ink pen.', 'Tom turned on the copier.', 'Tom wrote with his pencil.']",0,4,train_656,9
"['John took a bath.', 'John shaved his head bald.', 'John brushed his hair with the hair brush.', 'John picked up his dirty socks and dropped them in the dustbin.', 'John wrapped himself in his blanket.']",0,2,train_657,6
"['Ann sat by the window.', 'Ann listened to the clock ticking.', 'Ann smashed the clock on the floor.', 'Ann continued listening to the clock ticking.', 'Ann answered the cell phone.']",0,3,train_658,4
"['Ann put the shorts and socks in the washing machine.', 'Ann poured the detergent into the washing machine.', 'Ann filled up the bathtub with water.', 'Ann turned on the washing machine.', 'Ann watched all the clothes getting washed.']",1,-1,train_659,5
"['Mary sat on sofa in the living room.', 'Mary switched on the TV.', 'Mary switched to different channels.', 'Mary had no cashews at home.', 'Mary eating cashews while watching TV.']",0,4,train_660,2
"['Tony turned off the TV.', 'Tony packed his suitcase on the table.', 'Tony put on his shoes.', 'Tony examined his empty suitcase and checked the weather on tv.', 'Tony left for work after turning off the fan.']",0,3,train_661,5
"['Tom entered the living room.', 'Tom closed the door from inside.', 'Tom played music on the radio.', 'Tom changed battery of the clock.', 'Tom took out his book to read.']",1,-1,train_662,8
"['John took off his shirt, shorts, and socks.', 'John put the clothes in the washing machine.', 'John got out of the bathtub.', 'John used the soap bar and a washcloth to wash his body.', 'John stood up and reached for a towel and dried his body.', 'John then used a hair dryer to dry his hair.']",0,3,train_663,9
"['Ann tried to turned on the oven but power went out.', 'Ann poured cake batter into a pan.', 'Ann cut an apple into small pieces.', 'Ann mixed the apple pieces into the cake batter.', 'Ann baked the cake in the oven.']",0,4,train_664,8
"['Ann got in her car.', 'Ann takes out the box.', 'Ann picks a hammer from the box.', 'Ann is unable to locate the drill.', 'Ann used the tools to fix her bicycle.']",0,4,train_665,3
"['John took a drill and decided to make a bicycle rack.', 'John chopped some wood with an axe and formed the rack.', 'John took a wrench and tightened some bolts on the rack.', 'John put his bicycle on the rack and saw that it fit nicely.', 'John put away all the tools he used.']",1,-1,train_666,1
"['Mary turned the box upside down and dumped everything on the floor.', 'Mary threw away the box.', 'Mary stored the bucket on the shelf.', 'Mary put her car in the garage.', 'Mary went out of the garage and closed the door.']",1,-1,train_667,2
"['Mary discovers that her lawnmower is broken.', 'Mary puts trimmed grasses in the bucket.', 'Mary cuts woods using chainsaw.', 'Mary keeps woods in the box.', 'Mary picks box and bucket to the car.']",0,1,train_668,0
"['Ann opened the cookbook.', 'Ann picked out a recipe from the cookbook.', 'Ann began preparing the food.', 'Ann put the food in a pot.', 'Ann began cooking the food on the stove top.']",1,-1,train_669,3
"['John decided to clean the bathroom.', 'John got his favorite towel filthy by mopping up mud on the floor.', 'John put away his hair brush.', 'John cleaned the shower.', 'John finished his work by hanging a sheet on the towel rack for drying his hands.']",1,-1,train_670,9
"['Mary was taking her daughter to the park.', 'Mary took an empty duffel bag with them.', 'Mary and her daughter arrived at the park and Mary parked near a high fence.', 'Mary watched as her daughter ran towards the swings screaming with delight.', 'Mary took the water bottle out of the bag and drank some water.']",0,4,train_671,6
"['John turned on the sink and let water run.', 'John left the faucet running for 2 minutes.', 'John used some detergent to wash the dishes.', 'John noticed he was out of a soap bar when he went to wash his hands.', 'John got his shorts wet from doing the dishes.']",1,-1,train_672,7
"['Ann laid down on her towel on the grass.', 'Ann looked at the frisbee flying in the air.', 'Ann rolled onto her side on her towel.', 'Ann watched people playing basketball.', 'Ann got up and picked up the towel.']",1,-1,train_673,0
"['Mary walked into the laundry room carrying a laundry basket.', 'Mary found the washing machine is broken.', 'Mary threw all the clothes in the washer and turned it on.', 'Mary went to the bathroom, brushed her teeth and put the toothbrush in a cup.', 'Mary began cleaning the bathroom starting with the bathtub.']",0,2,train_674,7
"['The bicycle is broken.', 'Ann disassembled the bike with the wrench.', 'Ann put the bike parts in a box.', 'Ann used a hammer to seal the box.', 'Ann put the box in her car.']",1,-1,train_675,7
"['John played in the sandbox.', 'John finished the water in his water bottle.', 'John kicked the soccer ball around.', 'John rode his skateboard home.', 'John emptied his water bottle in the grass.']",0,4,train_676,1
"['Mary sat on the couch.', 'Mary looked at the phone on the coffee table.', 'Mary blew up a balloon.', 'A toy car crashed into the balloon and burst it.', 'Mary made a phone call.']",1,-1,train_677,8
"['Lee wore shoes and shorts.', 'Lee carried the duffle bag to the park.', 'Lee used tools to disassemble the see-saw.', 'Lee played on the see-saw.', 'Lee threw frisbee with his friends.']",0,3,train_678,7
"['John opened the fridge.', 'John took out the ice cream from the fridge.', 'John filled half the bowl with milk.', 'John ate the ice cream.', 'John dropped the bowl on the floor.']",1,-1,train_679,3
"['Mary opened the dustbin to throw out the leftovers from supper.', 'Mary opened the fridge and got out day old eggs and ham but dropped her glass bowl smashing it to pieces.', 'Mary took a cup of day-old shrimp and threw it away.', 'Mary ate a half of a donut from the fridge.', 'Mary threw away the other half of the donut.']",1,-1,train_680,1
"['Mike decided to work on his car in the garage.', 'Mike got his tools out from their drawers.', 'Mike opened the hood on his car.', 'Mike checked his engine to see what he needed to repair.', 'Mike got to work in his car.']",1,-1,train_681,6
"['Tom pulled out his chair and sat on it.', 'Tom put his hands on the table.', 'Tom unlocked the drawer.', 'Tom burned the book in the fireplace.', 'Tom wrote in the book with a pen.']",0,4,train_682,0
"['Mary walked into the living room and sat on the couch.', 'Mary turned on the reading light.', 'Mary opened the book and begin to read.', 'Mary turned off the light and stood up.', 'Mary put the book back on the table.']",1,-1,train_683,2
"['John left the open water bottle on the bench.', 'John picked up the bottle and drank all the water.', 'A boy threw a football that knocked the water bottle over.', 'The water bottle splashed water all over the bench.', 'John wiped the bench with his towel.']",0,3,train_684,9
"['Tom peeled an orange.', 'Tom scooped out some ice cream.', 'Tom baked a cake in the oven.', 'Tom put the ice cream back in the fridge.', 'Tom placed the dirty plate and spoon in the sink.']",1,-1,train_685,4
"['John took off clothes.', 'John took a shower.', 'John picked up the empty shampoo bottle.', 'John shaved his head.', 'John used the hair dryer.']",0,4,train_686,4
"['Ann opened the fridge and took out the ingredients to make a cake.', 'Ann turned on the oven to get it pre-heated to the proper temperature.', 'Ann greased the pan and poured the cake batter into it.', 'Ann put the cake in the oven and set the kitchen timer for 35 minutes.', 'Ann sat down at the kitchen table and ate an apple while waiting for the cake to be done.']",1,-1,train_687,9
"['John opened his duffle bag.', 'John took out the skateboard.', 'John sat on the bench.', 'John put on his shoes.', 'John rode his skateboard.']",1,-1,train_688,0
"['Lee opened the freezer door to find something to eat.', 'Lee found a frozen dinner to cook in the microwave.', 'Lee took the dinner out of its cardboard box.', 'Lee broke his microwave.', 'Lee put the dinner in the microwave and set the timer at 15 minutes.']",0,4,train_689,6
"[""Mary's desktop computer keyboard did not work."", 'Mary typed on her keyboard.', 'Mary printed a memo in blue ink.', 'Mary used scissors to cut her memo into small pieces.', 'Mary turned off her desktop computer.']",0,1,train_690,3
"['Ann turned off the faucet.', 'Ann got into the bathtub.', 'Ann washed her body with soap bar.', 'Ann got out of the bathtub.', 'Ann picked up the hair brush.', 'Ann used the hair brush to brush her hair.']",1,-1,train_691,5
"['Tom stood next to the counter and put some ice cubes in a glass.', 'Tom got a pan and put it on the stove.', 'Tom opened the refrigerator and took out an egg from the full carton and some bacon.', 'Tom got a spoon out of the drawer to stir his iced tea.', 'Tom began cooking the bacon while drinking his iced tea.']",1,-1,train_692,1
"['Ann snapped the pencil.', 'Ann opened the book on the table.', 'Ann started writing on the book with the pencil.', 'Ann heard the phone ring.', 'Ann went to the phone and picked it up.']",0,2,train_693,1
"['Ann cracked the eggs and put them in the bowl.', 'Ann stirred the eggs in the bowl until they were blended.', 'Ann poured the batter into a frying pan.', 'Ann started the stove top with the gas starter.', 'Ann begin to cook the eggs in the pan.']",1,-1,train_694,4
"['John took out an apple and a banana from the fridge.', 'John peeled and sliced the banana.', 'The apple rolled off the counter onto the dirty floor.', 'John picked up the apple and threw it into the dustbin.', 'John cut the apple into small pieces.', 'John mixed the apple and the banana in a bowl.']",0,4,train_695,5
"['Mary was reading a magazine.', 'Mary went to her desktop computer.', 'Mary printed a document in blue ink.', 'The copier did not have any paper in it.', 'Mary used scissors to trim the copies.']",0,4,train_696,2
"['Tom grabbed the book.', 'Tom wrote in the book with blue ink.', 'Tom sat at the table.', 'Tom turned on the table lamp.', 'Tom looked for his book.']",0,4,train_697,8
"['John rinsed the plate and the bowl in the sink.', 'John accidentally smashed the plate on the floor.', 'John took out a banana from the fridge.', 'John.', 'ate the banana.', 'John mixed the banana and yogurt in the bowl.']",0,4,train_698,0
"['John was going to clean the car.', 'John sprayed water on the car.', 'John sprayed soap on the car.', 'John rinsed the car.', 'John drove the car away.']",1,-1,train_699,5
"['John took out his bike from his truck.', 'The bike was broken.', 'John picked up his box of tools.', 'John rode the bike to work.', 'John used the wrench to tighten the bolts on the bike.']",0,4,train_700,2
"['John put water in the bathtub.', 'John opened the cabinet.', 'John took a soap bar from the cabinet.', 'John put his socks in the bathtub and broke the mirror.', 'John poured bleach in the bathtub.']",1,-1,train_701,3
"['John got his shorts out of the dryer and put them on.', 'John felt wet in the shorts.', 'John put toothpaste on his toothbrush.', 'John accidentally dropped his toothbrush in the toilet and flushed it.', 'John wiped his teeth off with a blanket.']",0,1,train_702,7
"['Mike walks to the shelf.', 'Mike opens the toolbox.', 'Mike takes out the wrench and hammer.', 'Mike puts the tools in the bucket.', 'Mike carries the bucket to the car.', 'Mike fixes the car.']",1,-1,train_703,7
"['Lee took out turkey, bread, and an onion from the fridge.', 'Lee put slices of turkey on the bread.', 'Lee cut up the onion and put slices of it on the bread with the turkey.', 'Lee put the 2nd piece of bread on the turkey and onion.', 'Lee started to eat the sandwich.']",1,-1,train_704,2
"['Ann got in her car.', 'Ann takes out the box.', 'Ann picks a hammer from the box.', 'Ann takes out the drill.', 'Ann used the tools to fix her bicycle.']",1,-1,train_705,0
"['Mary was sitting at a table working on her laptop.', 'Mary picked up a pen and started tapping it on a stapler.', 'Mary wrote a few words on a paper.', 'Mary looked around for a pair of scissors.', 'Mary wrote her name on the first page of a book.']",1,-1,train_706,9
"['Mary sat in a chair.', 'Mary turned on the radio.', 'Mary picked up the phone.', 'Mary smashed her eyeglasses with the phone.', 'Mary put on her eyeglasses.']",0,4,train_707,4
"['John got the wrench.', 'John loosened the bolt on his red car with the wrench.', 'John removes the part from his car.', 'John throws the part in the trash.', 'John installs a new part on his red car.']",1,-1,train_708,8
"['Tom opened the laundry hamper and took out some socks, shorts, and shirts.', 'Tom put these clothes in the laundry basket.', 'Tom put the laundry basket on the dryer and began pre-treating the clothes.', 'Tom found some toothpaste on a shirt and rinsed it off in the sink.', 'Tom made sure the socks were all there before putting everything in the washer.']",1,-1,train_709,6
"['Mary got out of her car and picked up a box of items she purchased at the hardware store.', 'Mary took the hammer out of the box and put it on the shelf.', 'Mary moved the chainsaw over to a corner in the garage.', 'Mary took the rope out of the box and hung it on a nail on the wall.', 'Mary went out to the car and brought in her dry cleaning machine.']",1,-1,train_710,7
"['John opened the fridge.', 'John found that the ice cream was finished.', 'John put some ice cream on a plate.', 'John peeled a banana.', 'John put the banana on the plate.']",0,2,train_711,6
"['Tom took out a package of soup from the pantry, making sure he could put it in the microwave.', 'Tom picked up a bowl he used to eat cereal with that morning and put it in the dishwasher.', 'Tom microwaved the soup, put it in a bowl, and put the empty container in the dustbin.', 'Tom also made a sandwich which he put on a plate.', 'Tom sat down at the kitchen table and ate his dinner.']",1,-1,train_712,4
"['John filled up a bathtub with water.', 'John took the soap bar and washed himself.', 'John washed his socks in the bathtub.', 'John opened the cabinet and took the bleach.', 'John used the bleach on his socks.']",1,-1,train_713,3
"['John tied up the rope.', 'John turned off the chainsaw.', 'John put the chainsaw and rope into the box.', 'John moved the lawnmower out of the driveway.', 'John put the box into the car.']",1,-1,train_714,9
"['John took a piece of paper and put it in the copier to make a copy.', 'John then sat on a chair to wait for the copies.', 'John then took the stapler and stapled two copies together.', 'John started typing on his keyboard to reply to an email.', 'John then started reading his book for information.']",1,-1,train_715,0
